CODE,CNT,GENDER,PRIMED,FAMSTRUC,IMMIG,SCHTYPE,SCHLOC,ESCS_GR,n
ARE,United Arab Emirates,-0.0238784580842,0.112723412266,0.0707792575714,-0.189517023361,0.157664655547,0.0535268165879,0.132308533259,8881.0
ARG,Argentina,0.295879060137,0.293214699085,0.0967441061067,0.192541443245,0.896260793085,0.0684282296865,0.550878526328,4605.0
AUS,Australia,0.0917172229135,0.113117159789,0.0893566992857,-0.0742661161963,0.321510098983,0.107373592018,0.397320889206,12050.0
AUT,Austria,0.0858908362157,0.0201323356158,0.0191235524316,0.183251235751,0.0600995822897,0.0256133568858,0.235544398966,4380.0
BEL,Belgium,-0.0112141605718,0.0437481753021,0.0962965786351,0.197684716503,0.213659229127,0.0177156754807,0.266190458233,7679.0
BGR,Bulgaria,-0.0158415434104,0.0732246316649,0.0441134827514,0.00729222138451,0.0159108860577,0.161073980288,0.241095577551,4354.0
BRA,Brazil,0.45152956382,0.443897122383,0.27806830489,0.176019322578,1.44264073024,0.27462774245,0.69031993707,14772.0
CAN,Canada,0.0683856517299,0.09626006683,0.073797786421,0.0912856312944,0.153059037169,0.147961102818,0.376105543638,18896.0
CHE,Switzerland,0.00814273823708,0.0309326411394,0.0160461593939,0.160523459942,0.00358676843178,0.0201692250181,0.132091633048,9963.0
CHL,Chile,0.274520675455,0.188281788206,0.144253322892,-0.00197408222161,0.496874216408,0.233660635927,0.563944226678,5954.0
COL,Colombia,0.507172565981,0.17000940299,0.239257436842,0.019082782063,0.587632074362,0.261632714079,0.586948018823,6750.0
CRI,Costa Rica,0.121785545368,0.0631097630225,0.0295082215788,0.0346339223489,0.154007369137,0.105057880483,0.168292828988,3892.0
CZE,Czech Republic,0.0556952516802,0.0465991468924,0.0429203068017,0.0168377206471,-0.00960366123645,-0.0037228188901,0.243552411784,4318.0
DEU,Germany,0.107366855164,0.0865243330936,0.110578247489,0.448614579906,0.192963235388,0.298623762584,0.662523981073,3237.0
DNK,Denmark,0.0342901659862,0.0134112298838,0.0439300556493,0.110420062122,0.0508387415798,-0.0191056655638,0.123859985955,6245.0
ESP,Spain,0.105293707229,0.20756217907,0.0670008173989,0.32460487638,0.391288535003,0.0950325220753,0.590654056202,23003.0
EST,Estonia,0.000842896151418,0.00354471710408,-0.000215906608587,0.00724943623185,-0.0027953356222,0.00661045599468,0.0150437354917,4289.0
FIN,Finland,-0.0344408000517,0.0264496514542,0.0344601302534,0.0505482642364,0.00125778229901,0.0069819309697,0.0831817569933,7861.0
