CODE,CNT,GENDER,PRIMED,ESCS_GR,FAMSTRUC,IMMIG,SCHTYPE,SCHLOC,DIFFLNG
ARE,United Arab Emirates,0.187161678531,0.651540435978,0.865433482094,0.395923375359,0.0740615369108,0.496614293064,0.349808378879,0.220030543283
ARG,Argentina,0.177342383036,0.605086189341,0.833531837184,0.350411589137,0.209202527837,0.367721388293,0.339496336146,0.249986989864
AUS,Australia,-0.226293629667,0.598113855553,0.743654371382,0.218588557026,-0.0811843136854,0.185892673583,0.233272022231,0.169171857466
AUT,Austria,-0.032973805949,0.59384230589,0.749089661072,0.258212376992,0.220186657078,-0.0210026923233,0.127916886859,0.295665063514
BEL,Belgium,-0.203154287277,0.60222564764,0.70585067201,0.282734440718,0.238475828734,0.308471363561,0.158633819735,0.17280053617
BGR,Bulgaria,0.151768206649,0.614160165537,0.906067204275,0.346443719948,0.214128501254,0.399894382017,0.42153117412,0.323172994536
BRA,Brazil,0.680448955148,0.555469191689,0.80749528165,0.340729544292,0.344958154325,1.54884987733,0.318240353781,0.219520754999
CAN,Canada,-0.340098281455,0.463262395701,0.662451651184,0.200153453436,0.0199077667729,-0.302062714027,0.198879634669,0.10357098986
CHE,Switzerland,-0.110259549679,0.61053991207,0.704212848691,0.261348639072,0.181579754388,-0.128675819673,0.0512792606478,-0.0946980387231
CHL,Chile,0.679220497662,0.643392305442,1.04660806383,0.425237979566,0.210779109924,0.730565319543,0.438558406926,0.27448758295
COL,Colombia,1.04667535554,0.541107517038,0.968598320597,0.501418651335,0.226660463894,1.13504438807,0.408515281775,0.342174052363
CRI,Costa Rica,0.392560594039,0.630590510428,0.917876609721,0.388135876131,0.243271399066,0.659228652546,0.464734956896,0.26104641941
CZE,Czech Republic,0.0152841074403,0.609026350094,0.798035420716,0.266779384314,0.199232981826,0.0242718059213,0.168586546975,0.279114925562
DEU,Germany,-0.338071932949,0.54535685448,0.838889705353,0.20355167849,0.332388012899,-0.254367354587,0.300978214672,0.451282473721
DNK,Denmark,-0.0518970823349,0.602869153692,0.737704381316,0.278745580224,0.234899678164,0.0558475437779,0.0723355794151,0.254683601301
ESP,Spain,-0.215592607933,0.595891095516,0.814682505107,0.219359234216,0.360288454386,0.25305914805,0.148378505253,0.121568739183
EST,Estonia,0.0588670794638,0.580734619608,0.751424023761,0.289755583575,0.196859696801,0.154776989463,0.219959962917,0.235072143657
FIN,Finland,-0.129856622075,0.599347759875,0.671616592229,0.254890304719,0.223841636872,-0.124279419493,0.120762544724,0.257607342039
FRA,France,-0.410187650746,0.683672390999,0.97296212903,0.190312115767,0.520986178228,-0.0564556351538,0.322147505473,0.450881479839
GBR,United Kingdom,-0.267270233388,0.62259079398,0.725732935348,0.303855769089,0.100260028546,0.152253788543,-0.00321113099314,0.0761436847041
GRC,Greece,0.142896217332,0.618919664422,0.820791926606,0.369329622922,0.274475127045,0.35258142168,0.290811145427,0.293473303962
HKG,Hong Kong-China,-0.191995231741,0.596915472604,0.608373772225,0.224384842705,-0.0665276774263,0.281335956017,0.339496336146,0.221795358594
HRV,Croatia,0.0965735437808,0.502779634024,0.7689651821,0.312573866879,0.195042080868,0.227011017765,0.312880684157,0.260009187464
HUN,Hungary,0.043811838021,0.608609812687,0.915877759922,0.283679051072,0.194399031761,0.182297294577,0.436523406735,0.25130226512
IDN,Indonesia,1.63887215022,1.14159404532,0.5402156937,0.588928330716,0.252088913428,-0.242553305019,0.654515405785,-0.0151181849751
IRL,Ireland,-0.0560445796362,0.493657572068,0.71677364611,0.302368357779,0.143846949225,0.184345276984,0.030334073309,0.203798626791
ISL,Iceland,0.144543270535,0.603026561121,0.813254676891,0.344011601976,0.207429867936,0.311535624794,0.313101256868,0.247901547021
ITA,Italy,-0.0163462500574,0.671524772712,0.765121656097,0.24565980258,0.271859024659,-0.0557415928137,0.21387799894,0.519278420828
JOR,Jordan,0.390042857597,0.662221656721,0.916014833891,0.466365936092,0.199435293794,0.892395029811,0.500551507373,0.26789707368
JPN,Japan,-0.653127636183,0.653992225104,0.791800682913,0.31148241214,0.225306285751,-0.350728201252,0.85067697214,0.379026899797
KAZ,Kazakhstan,0.159161376743,0.478149162258,0.828553466705,0.232319210814,0.163464117425,0.41097457882,0.201888636829,0.1272196043
KOR,Korea,-0.73844840713,0.49999313262,0.395443684237,0.220065416985,0.211587181551,-0.0868229263876,0.375547867197,0.31661392058
LIE,Liechtenstein,0.172821337205,0.605014190279,0.830663584399,0.348592562738,0.20644229387,0.358097052935,0.329804720472,0.240640962622
LTU,Lithuania,0.017951709216,0.505128184211,0.776294675556,0.300181457287,0.206756082933,0.139870542977,0.267094145069,0.261925032024
