CODE,CNT,MATH_mean,MATH_quant_05,MATH_quant_25,MATH_quant_50,MATH_quant_75,MATH_quant_95,MATHLP_perc,LPANY_perc,LPALL_perc,iso3c,GDP
DEU,Germany,513.52505582,356.29382,448.20844,516.1318,581.79624,663.89624,0.174654452273,0.208221523659,0.0869996107723,DEU,43600.1134008
DNK,Denmark,500.026756625,368.44526,444.800246398,500.55306,557.02602,630.9472,0.157877013589,0.216696079931,0.0913988716986,DNK,44246.3306157
ESP,Spain,484.319297802,342.8182,425.77506,486.2206,545.03038,621.52206,0.234195887026,0.275627386656,0.105837608022,ESP,32235.5959173
EST,Estonia,520.545521677,392.925523736,467.2924,518.7802,574.00688,653.324430984,0.0984502651722,0.128636201218,0.0289182348466,EST,25921.028597
FIN,Finland,518.750335283,380.75246,464.56612,519.5591,575.9542,653.61426,0.116301756517,0.150467666686,0.0541774734979,FIN,40437.5938723
FRA,France,494.984674321,332.06884,429.66974,495.87942,564.03646,648.39538,0.221174373223,0.266873952389,0.129222333572,FRA,37462.3250299
GBR,United Kingdom,493.934230896,339.93612,430.76026,494.47734,559.51862,645.04596,0.21171487234,0.238140338972,0.113998209475,GBR,37569.3152812
GRC,Greece,452.973426859,315.63328,393.91648,452.3368,511.38028,591.53294,0.355617659641,0.394745963166,0.166377669569,GRC,25980.0865157
HKG,Hong Kong-China,561.241096455,393.29334,500.24146,569.25534,627.51986,704.71256,0.0802374743952,0.0984142370486,0.0380037838836,HKG,51274.060314
HRV,Croatia,471.131460759,339.46876481,409.18366,466.74714,529.21794,619.88626,0.296269536343,0.324218582911,0.115363521966,HRV,21016.0187293
HUN,Hungary,477.044455015,328.8752,412.4552,473.9913,538.72096,634.91978,0.28010200623,0.308296762854,0.134836299168,HUN,22701.4502235
IDN,Indonesia,375.114451682,275.90748,329.65416,368.83472,414.40256,496.58048,0.771698795612,0.81209470814,0.512919116072,IDN,9453.69822832
IRL,Ireland,501.497460197,364.23898,446.0274,502.73406,558.19442,636.71132,0.16327496973,0.181061391961,0.0663790455344,IRL,46063.3445925
ISL,Iceland,492.795697239,344.933133394,432.857046636,494.841623906,554.903985355,635.54292,0.21071766517,0.291019073055,0.140653223136,ISL,40278.3870438
ISR,Israel,466.481430149,298.644236625,393.21548,467.83766,540.9799,635.93238,0.334315527688,0.374510054699,0.191353331913,ISR,31993.6238428
ITA,Italy,485.321181013,337.9109,422.81508,484.8964,548.37982,634.45242,0.241311085154,0.294429714249,0.121396989505,ITA,35899.7799659
JOR,Jordan,385.595556396,269.67596,336.74252,381.06404,432.55178,510.52342,0.694747029841,0.722858292852,0.424754051194,JOR,10432.1751003
JPN,Japan,536.406918234,381.5314,475.0818,537.94206,602.90544,680.40972,0.105503615046,0.130964400078,0.0549610074114,JPN,35735.6167173
KAZ,Kazakhstan,431.798408505,330.3552,384.41346,427.33292,474.45864,546.89984,0.456823106541,0.64641093982,0.317662879947,KAZ,23248.9925905
KOR,Korea,553.766659144,391.19022,487.15532,557.41548,623.78096,703.77784,0.0893438497144,0.109055097718,0.0435371841662,KOR,32222.5939425
LIE,Liechtenstein,534.965082979,371.561,470.05783526,540.123143477,607.598592578,676.106221996,0.126790961665,0.180403012354,0.0617731893887,LIE,
LTU,Lithuania,478.823277433,338.68986,419.15408,476.402804299,539.18836,623.3136,0.254406392023,0.290930210007,0.124075899604,LTU,24475.050751
LUX,Luxembourg,489.845098037,339.77996384,423.671919517,491.205799034,556.553016145,637.561011117,0.236914759277,0.300546229445,0.151262472732,LUX,90788.2865762
LVA,Latvia,490.571021411,363.964428253,433.40864,488.869,544.56302,620.66522,0.191230683767,0.243741544864,0.0842758509376,LVA,21122.2982149
MAC,Macao-China,538.134494734,384.647144999,477.652284997,542.148309994,603.119599963,681.110774989,0.102152322268,0.144090754091,0.0534706172349,MAC,127938.918712
MEX,Mexico,413.281466668,302.07976,364.31686,410.50786,459.50304,534.12524,0.555937914495,0.622136519119,0.32720212259,MEX,16289.5652781
MNE,Montenegro,409.626613284,290.5515,352.71071211,404.66583211,462.46298,549.435298037,0.575587808008,0.624216501208,0.378966481472,MNE,13812.6959433
MYS,Malaysia,420.512967619,302.381478347,362.99268,415.64884,471.34288,557.41546,0.519019330242,0.626815702638,0.38358516634,MYS,23124.6604806
NLD,Netherlands,522.971758193,370.23676,457.78938,528.98428,590.67612,661.94892,0.148482740285,0.186063421319,0.0874144453686,NLD,46448.8847992
NOR,Norway,489.373070349,347.10236,428.8129,490.58264,550.24926,633.59556,0.218315882482,0.266483617523,0.109610604338,NOR,65399.8360847
NZL,New Zealand,499.749902828,344.37608,429.510807139,497.4373,569.09954,662.26048,0.221352639038,0.253570142721,0.113649329047,NZL,33065.5112359
PER,Peru,368.102547127,245.84048,311.58282,363.38214,417.5183,512.78236,0.757517691071,0.796200142958,0.557709149992,PER,11051.2537714
POL,Poland,517.501096818,378.80512,455.29678,514.41814,579.69312,664.83098,0.13898108016,0.163373078513,0.0556786504789,POL,23598.5592764
PRT,Portugal,487.063181344,336.97614,421.6467,487.8564,553.91028,634.06294,0.24607347425,0.283706353889,0.130531887071,PRT,27125.1544348
QAT,Qatar,376.448398635,241.329114242,306.5197,361.811292417,436.2907,557.817966198,0.702705468617,0.734357949162,0.535278333292,QAT,135421.723986
QRS,Perm(Russian Federation),483.580030803,348.81604,426.39818,481.78066,541.034027972,631.72614,0.223632927945,0.298628021952,0.113706331567,,
QUA,Florida (USA),466.803290749,336.353,408.09316,463.70928,524.54434,609.91588,0.298345249468,0.326029847164,0.133741913066,,
QUB,Connecticut (USA),505.775264872,346.32342,432.86338,507.40766,575.17526,665.9215,0.206022628316,0.22361315381,0.0907973438403,,
QUC,Massachusetts (USA),513.514056998,362.68112,445.48218,511.76976,581.40674,672.0751,0.171092417062,0.19650361762,0.0683545368236,,
ROU,Romania,444.554242788,332.14678,387.45132,438.00438,494.9447,582.34148,0.410484865047,0.510334071347,0.262735277199,ROU,18910.2782732
RUS,Russian Federation,482.169415663,346.5571,423.20454,480.76802,538.8768,620.58732,0.234233426159,0.309637700762,0.119021867379,RUS,25316.6357857
SGP,Singapore,573.468314297,396.01964,501.79934,578.99206,649.20328322,732.988,0.0793562835214,0.123871096605,0.0573773367899,SGP,77173.2382951
SRB,Serbia,448.859130248,311.42704,387.91866,444.46956,507.55093473,599.16654,0.390500745208,0.464305937523,0.242119476689,SRB,13000.0732947
SVK,Slovak Republic,481.644744006,319.45006,413.07836,480.37856,551.96292,642.39758,0.269282349506,0.352818676209,0.193957572697,SVK,26091.2798285
SVN,Slovenia,501.127422391,361.279,434.9665,498.422397405,565.98376,653.06902,0.200536809764,0.270176300097,0.0951981171285,SVN,28481.7513144
SWE,Sweden,478.260635903,334.48358,415.49308,479.59964,540.9799,620.89886,0.267022251688,0.31665422723,0.159318307115,SWE,44433.7266902
THA,Thailand,426.737491293,309.24598,373.041,419.46564,473.446,573.22792,0.50386712546,0.542060770138,0.245544457612,THA,14853.3296826
TUN,Tunisia,387.82462962,273.2591,335.5741,382.77768,433.72022,516.1318,0.68896240088,0.735804523214,0.420613080262,TUN,10672.5676007
TUR,Turkey,447.984414979,319.76162,383.24504,437.22542,504.36984,609.9159,0.430357627647,0.455103213397,0.160308120459,TUR,18449.250016
TWN,Chinese Taipei,559.824796202,366.73158,478.35334,568.00902,644.57858,732.20908,0.126571866458,0.150964919125,0.0735094978183,,
URY,Uruguay,409.291567938,274.73906,348.50444,406.14582,468.46082,554.29974,0.563773806344,0.626393445527,0.379613617102,URY,18817.8749217
USA,United States of America,481.366786279,341.88348,417.5962,477.10702,541.13568,631.25876,0.256423520703,0.279704259217,0.124301859852,USA,51433.0470905
VNM,Vietnam,511.338207501,373.9757,455.3747,510.835,566.1396,652.44588,0.134284152019,0.154720371322,0.0405523489981,VNM,5000.76485438
